"circ";"coll";"comune";"cognome";"nome";"datanascita";"luogonascita";"sesso";"TOTVOTI";"descrcontrass"
"PIEMONTE 2";"Biella";"VERRONE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";187,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"VERRONE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";274,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"VERRONE";"HARY";"ATTILIO";;"BIELLA";"M";101,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"VERRONE";"HARY";"ATTILIO";;"BIELLA";"M";101,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"VERRONE";"HARY";"ATTILIO";;"BIELLA";"M";101,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"VERRONE";"HARY";"ATTILIO";;"BIELLA";"M";101,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"VERRONE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";199,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";2,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";36,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";49,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";6,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";6,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";6,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"HARY";"ATTILIO";;"BIELLA";"M";6,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"VILLANOVA BIELLESE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";30,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"VIVERONE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";10,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"VIVERONE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";260,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"VIVERONE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";302,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"VIVERONE";"HARY";"ATTILIO";;"BIELLA";"M";49,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"VIVERONE";"HARY";"ATTILIO";;"BIELLA";"M";49,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"VIVERONE";"HARY";"ATTILIO";;"BIELLA";"M";49,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"VIVERONE";"HARY";"ATTILIO";;"BIELLA";"M";49,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"VIVERONE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";310,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"ZIMONE";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";7,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"ZIMONE";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";72,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"ZIMONE";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";94,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"ZIMONE";"HARY";"ATTILIO";;"BIELLA";"M";7,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"ZIMONE";"HARY";"ATTILIO";;"BIELLA";"M";7,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"ZIMONE";"HARY";"ATTILIO";;"BIELLA";"M";7,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"ZIMONE";"HARY";"ATTILIO";;"BIELLA";"M";7,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"ZIMONE";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";118,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"ZUBIENA";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";19,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"ZUBIENA";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";251,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"ZUBIENA";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";283,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"ZUBIENA";"HARY";"ATTILIO";;"BIELLA";"M";34,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"ZUBIENA";"HARY";"ATTILIO";;"BIELLA";"M";34,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"ZUBIENA";"HARY";"ATTILIO";;"BIELLA";"M";34,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"ZUBIENA";"HARY";"ATTILIO";;"BIELLA";"M";34,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"ZUBIENA";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";238,00;"L'ULIVO"
"PIEMONTE 2";"Biella";"ZUMAGLIA";"AIMONE PRINA";"STEFANO";;"BIELLA";"M";24,00;"MANI PULITE"
"PIEMONTE 2";"Biella";"ZUMAGLIA";"ANFOSSI";"PATRIZIA";;"GENOVA";"F";166,00;"LEGA NORD"
"PIEMONTE 2";"Biella";"ZUMAGLIA";"LAVAGNINI";"ROBERTO LUIGI";;"BUBBIANO";"M";271,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Biella";"ZUMAGLIA";"HARY";"ATTILIO";;"BIELLA";"M";32,00;"NO INCENER.A VERRONE"
"PIEMONTE 2";"Biella";"ZUMAGLIA";"HARY";"ATTILIO";;"BIELLA";"M";32,00;"PIEMONTE NAZ.EUROPA"
"PIEMONTE 2";"Biella";"ZUMAGLIA";"HARY";"ATTILIO";;"BIELLA";"M";32,00;"COMMERC.ARTIG.UNITI"
"PIEMONTE 2";"Biella";"ZUMAGLIA";"HARY";"ATTILIO";;"BIELLA";"M";32,00;"PART.FEDERAL."
"PIEMONTE 2";"Biella";"ZUMAGLIA";"CODA SPUETTA";"MASSIMO";;"BIELLA";"M";253,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"BIANDRATE";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";41,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"BIANDRATE";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";399,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"BIANDRATE";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";12,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"BIANDRATE";"LOMBARDI";"GIANCARLO";;"MILANO";"M";239,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"BIANDRATE";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";124,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"BORGOLAVEZZARO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";29,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"BORGOLAVEZZARO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";443,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"BORGOLAVEZZARO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";24,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"BORGOLAVEZZARO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";533,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"BORGOLAVEZZARO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";297,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"BRIONA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";26,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"BRIONA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";320,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"BRIONA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";13,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"BRIONA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";269,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"BRIONA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";190,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"CALTIGNAGA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";42,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"CALTIGNAGA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";568,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"CALTIGNAGA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";30,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"CALTIGNAGA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";604,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"CALTIGNAGA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";375,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"CARPIGNANO SESIA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";51,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"CARPIGNANO SESIA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";702,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"CARPIGNANO SESIA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";24,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"CARPIGNANO SESIA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";588,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"CARPIGNANO SESIA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";422,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"CASALBELTRAME";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";13,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"CASALBELTRAME";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";232,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"CASALBELTRAME";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";16,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"CASALBELTRAME";"LOMBARDI";"GIANCARLO";;"MILANO";"M";192,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"CASALBELTRAME";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";104,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"CASALEGGIO NOVARA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";11,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"CASALEGGIO NOVARA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";252,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"CASALEGGIO NOVARA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";9,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"CASALEGGIO NOVARA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";124,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"CASALEGGIO NOVARA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";125,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"CASALINO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";25,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"CASALINO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";399,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"CASALINO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";35,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"CASALINO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";394,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"CASALINO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";155,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"CASALVOLONE";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";14,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"CASALVOLONE";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";237,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"CASALVOLONE";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";21,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"CASALVOLONE";"LOMBARDI";"GIANCARLO";;"MILANO";"M";204,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"CASALVOLONE";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";106,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"CASTELLAZZO NOVARESE";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";8,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"CASTELLAZZO NOVARESE";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";95,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"CASTELLAZZO NOVARESE";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";1,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"CASTELLAZZO NOVARESE";"LOMBARDI";"GIANCARLO";;"MILANO";"M";48,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"CASTELLAZZO NOVARESE";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";52,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"GARBAGNA NOVARESE";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";18,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"GARBAGNA NOVARESE";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";315,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"GARBAGNA NOVARESE";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";20,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"GARBAGNA NOVARESE";"LOMBARDI";"GIANCARLO";;"MILANO";"M";206,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"GARBAGNA NOVARESE";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";112,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"GRANOZZO CON MONTICELLO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";20,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"GRANOZZO CON MONTICELLO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";291,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"GRANOZZO CON MONTICELLO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";25,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"GRANOZZO CON MONTICELLO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";329,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"GRANOZZO CON MONTICELLO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";118,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"LANDIONA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";9,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"LANDIONA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";145,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"LANDIONA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";6,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"LANDIONA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";105,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"LANDIONA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";132,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"MANDELLO VITTA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";4,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"MANDELLO VITTA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";101,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"MANDELLO VITTA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";2,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"MANDELLO VITTA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";44,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"MANDELLO VITTA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";48,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"NIBBIOLA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";15,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"NIBBIOLA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";179,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"NIBBIOLA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";15,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"NIBBIOLA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";219,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"NIBBIOLA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";64,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"NOVARA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";2683,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"NOVARA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";29007,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"NOVARA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";1527,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"NOVARA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";29343,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"NOVARA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";9611,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"RECETTO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";15,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"RECETTO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";254,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"RECETTO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";16,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"RECETTO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";211,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"RECETTO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";120,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"SAN NAZZARO SESIA";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";12,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"SAN NAZZARO SESIA";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";184,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"SAN NAZZARO SESIA";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";11,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"SAN NAZZARO SESIA";"LOMBARDI";"GIANCARLO";;"MILANO";"M";195,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"SAN NAZZARO SESIA";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";89,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"SAN PIETRO MOSEZZO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";39,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"SAN PIETRO MOSEZZO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";552,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"SAN PIETRO MOSEZZO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";30,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"SAN PIETRO MOSEZZO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";416,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"SAN PIETRO MOSEZZO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";196,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"SILLAVENGO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";5,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"SILLAVENGO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";186,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"SILLAVENGO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";9,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"SILLAVENGO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";133,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"SILLAVENGO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";81,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"TERDOBBIATE";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";14,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"TERDOBBIATE";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";114,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"TERDOBBIATE";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";10,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"TERDOBBIATE";"LOMBARDI";"GIANCARLO";;"MILANO";"M";154,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"TERDOBBIATE";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";55,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"TORNACO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";17,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"TORNACO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";210,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"TORNACO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";11,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"TORNACO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";266,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"TORNACO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";105,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"VESPOLATE";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";59,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"VESPOLATE";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";492,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"VESPOLATE";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";35,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"VESPOLATE";"LOMBARDI";"GIANCARLO";;"MILANO";"M";610,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"VESPOLATE";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";240,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"VICOLUNGO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";24,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"VICOLUNGO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";244,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"VICOLUNGO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";10,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"VICOLUNGO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";170,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"VICOLUNGO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";140,00;"LEGA NORD"
"PIEMONTE 2";"Novara";"VINZAGLIO";"CORSELLI";"CESARE AUGUSTO";;"CASTELVETRANO";"M";14,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Novara";"VINZAGLIO";"MARTINAT";"UGO GIOVANNI";;"SETTIMO TORINESE";"M";188,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Novara";"VINZAGLIO";"GIOFFI";"IGOR";;"DOMODOSSOLA";"M";16,00;"MANI PULITE"
"PIEMONTE 2";"Novara";"VINZAGLIO";"LOMBARDI";"GIANCARLO";;"MILANO";"M";131,00;"L'ULIVO"
"PIEMONTE 2";"Novara";"VINZAGLIO";"CARBONERO";"GUGLIELMO";;"SANTA MARGHERITA LIGURE";"M";74,00;"LEGA NORD"
"PIEMONTE 2";"Trecate";"AGRATE CONTURBIA";"TARDITI";"VITTORIO";;"NOVARA";"M";314,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Trecate";"AGRATE CONTURBIA";"OTTOLENGHI";"MAURO";;"PERUGIA";"M";247,00;"L'ULIVO"
"PIEMONTE 2";"Trecate";"AGRATE CONTURBIA";"SCARANO";"RENATO";;"BARI";"M";163,00;"LEGA NORD"
"PIEMONTE 2";"Trecate";"AGRATE CONTURBIA";"OCCHETTA";"LAURA";;"NOVARA";"F";23,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Trecate";"BARENGO";"TARDITI";"VITTORIO";;"NOVARA";"M";211,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Trecate";"BARENGO";"OTTOLENGHI";"MAURO";;"PERUGIA";"M";269,00;"L'ULIVO"
"PIEMONTE 2";"Trecate";"BARENGO";"SCARANO";"RENATO";;"BARI";"M";140,00;"LEGA NORD"
"PIEMONTE 2";"Trecate";"BARENGO";"OCCHETTA";"LAURA";;"NOVARA";"F";18,00;"PANNELLA-SGARBI"
"PIEMONTE 2";"Trecate";"BELLINZAGO NOVARESE";"TARDITI";"VITTORIO";;"NOVARA";"M";2074,00;"POLO PER LE LIBERTA'"
"PIEMONTE 2";"Trecate";"BELLINZAGO NOVARESE";"OTTOLENGHI";"MAURO";;"PERUGIA";"M";2249,00;"L'ULIVO"
"PIEMONTE 2";"Trecate";"BELLINZAGO NOVARESE";"SCARANO";"RENATO";;"BARI";"M";1383,00;"LEGA NORD"
